"10-K","SOTHERLY HOTELS LP","1313536","2014-03-25","edgar/data/1313536/0001193125-14-114449.txt"
"10-K","SOUTH CAROLINA ELECTRIC & GAS CO","91882","2014-02-28","edgar/data/91882/0000754737-14-000008.txt"
"10-K","SOUTH DAKOTA SOYBEAN PROCESSORS LLC","1163609","2014-03-21","edgar/data/1163609/0001163609-14-000007.txt"
"10-K","SOUTH JERSEY GAS Co","1035216","2014-02-28","edgar/data/1035216/0001035216-14-000005.txt"
"10-K","SOUTH JERSEY INDUSTRIES INC","91928","2014-02-28","edgar/data/91928/0000091928-14-000018.txt"
"10-K","SOUTHCOAST FINANCIAL CORP","1083689","2014-03-13","edgar/data/1083689/0001437749-14-004050.txt"
"10-K","SOUTHERN CALIFORNIA EDISON CO","92103","2014-02-25","edgar/data/92103/0000827052-14-000030.txt"
"10-K","SOUTHERN CALIFORNIA GAS CO","92108","2014-02-27","edgar/data/92108/0000086521-14-000011.txt"
"10-K","SOUTHERN CO","92122","2014-02-27","edgar/data/92122/0000092122-14-000012.txt"
"10-K","SOUTHERN COPPER CORP/","1001838","2014-02-27","edgar/data/1001838/0001104659-14-014124.txt"
"10-K","SOUTHERN FIRST BANCSHARES INC","1090009","2014-03-04","edgar/data/1090009/0001145443-14-000282.txt"
"10-K","SOUTHERN POWER CO","1160661","2014-02-27","edgar/data/1160661/0000092122-14-000012.txt"
"10-K","SOUTHERN STAR CENTRAL CORP","1260349","2014-03-28","edgar/data/1260349/0001260349-14-000002.txt"
"10-K","SOUTHSIDE BANCSHARES INC","705432","2014-03-14","edgar/data/705432/0000705432-14-000041.txt"
"10-K","SOUTHWEST AIRLINES CO","92380","2014-02-04","edgar/data/92380/0000092380-14-000010.txt"
"10-K","SOUTHWEST BANCORP INC","914374","2014-03-07","edgar/data/914374/0000914374-14-000013.txt"
"10-K","SOUTHWEST GAS CORP","92416","2014-02-27","edgar/data/92416/0001193125-14-072142.txt"
"10-K","SOUTHWEST GEORGIA FINANCIAL CORP","315849","2014-03-31","edgar/data/315849/0000315849-14-000006.txt"
"10-K","SOUTHWESTERN ELECTRIC POWER CO","92487","2014-02-25","edgar/data/92487/0000004904-14-000019.txt"
"10-K","SOUTHWESTERN ENERGY CO","7332","2014-02-27","edgar/data/7332/0000007332-14-000004.txt"
"10-K","SOUTHWESTERN PUBLIC SERVICE CO","92521","2014-02-24","edgar/data/92521/0000092521-14-000003.txt"
"10-K","SOVRAN SELF STORAGE INC","944314","2014-02-27","edgar/data/944314/0001193125-14-072946.txt"
"10-K","SP Bancorp, Inc.","1493182","2014-02-28","edgar/data/1493182/0001193125-14-075973.txt"
"10-K","SP Plus Corp","1059262","2014-03-13","edgar/data/1059262/0001047469-14-002333.txt"
"10-K","SPAR GROUP INC","1004989","2014-03-31","edgar/data/1004989/0001437749-14-005583.txt"
"10-K","SPARK NETWORKS INC","1314475","2014-03-14","edgar/data/1314475/0001564590-14-000742.txt"
"10-K","SPARTAN MOTORS INC","743238","2014-03-13","edgar/data/743238/0001437749-14-004014.txt"
"10-K","SPATIALIZER AUDIO LABORATORIES INC","890821","2014-03-28","edgar/data/890821/0001248915-14-000061.txt"
"10-K","SPECIAL DIVERSIFIED OPPORTUNITIES INC.","911649","2014-03-31","edgar/data/911649/0001047469-14-003219.txt"
"10-K","SPECTRAL CAPITAL Corp","1131903","2014-03-31","edgar/data/1131903/0001096906-14-000389.txt"
"10-K","SPECTRANETICS CORP","789132","2014-02-28","edgar/data/789132/0000789132-14-000016.txt"
"10-K","SPECTRUM PHARMACEUTICALS INC","831547","2014-03-12","edgar/data/831547/0001193125-14-094593.txt"
"10-K","SPEEDEMISSIONS INC","1158419","2014-03-28","edgar/data/1158419/0001214659-14-002317.txt"
"10-K","SPEEDWAY MOTORSPORTS INC","934648","2014-03-07","edgar/data/934648/0001437749-14-003654.txt"
"10-K","SPHERIX INC","12239","2014-03-31","edgar/data/12239/0001415889-14-001024.txt"
"10-K","SPINDLE, INC.","1403802","2014-03-31","edgar/data/1403802/0001393905-14-000153.txt"
"10-K","SPIRE Corp","731657","2014-03-31","edgar/data/731657/0000731657-14-000002.txt"
"10-K","SPIRE TECHNOLOGIES INC.","1130808","2014-03-10","edgar/data/1130808/0001002014-14-000082.txt"
"10-K","SPLUNK INC","1353283","2014-03-31","edgar/data/1353283/0001353283-14-000007.txt"
"10-K","SPRINT Corp","101830","2014-02-24","edgar/data/101830/0000101830-14-000012.txt"
"10-K","SPRIZA, INC.","1565248","2014-03-31","edgar/data/1565248/0001472375-14-000098.txt"
"10-K","SPS COMMERCE INC","1092699","2014-02-20","edgar/data/1092699/0001193125-14-060842.txt"
"10-K","SPX CORP","88205","2014-02-21","edgar/data/88205/0001047469-14-001163.txt"
"10-K","SQN AIF IV, L.P.","1560046","2014-03-31","edgar/data/1560046/0001145443-14-000422.txt"
"10-K","SQN Alternative Investment Fund III, L.P.","1489367","2014-03-31","edgar/data/1489367/0001387131-14-001215.txt"
"10-K","SS&C Technologies Holdings Inc","1402436","2014-02-27","edgar/data/1402436/0001193125-14-073044.txt"
"10-K","ST JOE CO","745308","2014-02-28","edgar/data/745308/0000745308-14-000003.txt"
"10-K","ST JOSEPH INC","1177135","2014-03-31","edgar/data/1177135/0001493152-14-000944.txt"
"10-K","ST JUDE MEDICAL INC","203077","2014-02-26","edgar/data/203077/0000203077-14-000003.txt"
"10-K","STAAR SURGICAL CO","718937","2014-03-12","edgar/data/718937/0001144204-14-015041.txt"
"10-K","STAG Industrial, Inc.","1479094","2014-02-26","edgar/data/1479094/0001047469-14-001398.txt"
"10-K","STAMPS.COM INC","1082923","2014-03-17","edgar/data/1082923/0001140361-14-013064.txt"
"10-K","STANADYNE CORP","1053439","2014-03-31","edgar/data/1053439/0001323274-14-000010.txt"
"10-K","STANCORP FINANCIAL GROUP INC","1079577","2014-02-26","edgar/data/1079577/0001193125-14-069808.txt"
"10-K","STANDARD MOTOR PRODUCTS INC","93389","2014-02-27","edgar/data/93389/0001140361-14-009869.txt"
"10-K","STANDARD PACIFIC CORP /DE/","878560","2014-02-24","edgar/data/878560/0000878560-14-000007.txt"
"10-K","STANDARD REGISTER CO","93456","2014-03-03","edgar/data/93456/0000093456-14-000003.txt"
"10-K","STANLEY BLACK & DECKER, INC.","93556","2014-02-21","edgar/data/93556/0000093556-14-000004.txt"
"10-K","STANLEY FURNITURE CO INC.","797465","2014-02-11","edgar/data/797465/0001513162-14-000085.txt"
"10-K","STAPLES INC","791519","2014-03-06","edgar/data/791519/0000791519-14-000007.txt"
"10-K","STAR SCIENTIFIC INC","776008","2014-03-17","edgar/data/776008/0001144204-14-016079.txt"
"10-K","STARWOOD HOTEL & RESORTS WORLDWIDE, INC","316206","2014-02-24","edgar/data/316206/0001193125-14-065122.txt"
"10-K","STARWOOD PROPERTY TRUST, INC.","1465128","2014-02-26","edgar/data/1465128/0001047469-14-001344.txt"
"10-K","STATE BANK FINANCIAL CORP","1497275","2014-03-14","edgar/data/1497275/0001497275-14-000022.txt"
"10-K","STATE INVESTORS BANCORP, INC.","1513971","2014-03-28","edgar/data/1513971/0001188112-14-000862.txt"
"10-K","STATE STREET CORP","93751","2014-02-21","edgar/data/93751/0000093751-14-000040.txt"
"10-K","STEEL DYNAMICS INC","1022671","2014-03-03","edgar/data/1022671/0001047469-14-001662.txt"
"10-K","STEEL PARTNERS HOLDINGS L.P.","1452857","2014-03-12","edgar/data/1452857/0001452857-14-000009.txt"
"10-K","STEINER LEISURE Ltd","1018946","2014-03-03","edgar/data/1018946/0001437749-14-003190.txt"
"10-K","STELLA BLU, INC","1581220","2014-03-14","edgar/data/1581220/0001144204-14-015642.txt"
"10-K","STEMCELLS INC","883975","2014-03-13","edgar/data/883975/0001193125-14-097773.txt"
"10-K","STEMLINE THERAPEUTICS INC","1264587","2014-03-31","edgar/data/1264587/0001104659-14-024493.txt"
"10-K","STEPAN CO","94049","2014-02-26","edgar/data/94049/0001193125-14-069059.txt"
"10-K","STERICYCLE INC","861878","2014-02-28","edgar/data/861878/0000861878-14-000005.txt"
"10-K","STERLING CONSTRUCTION CO INC","874238","2014-03-17","edgar/data/874238/0001171843-14-001265.txt"
"10-K","STERLING FINANCIAL CORP /WA/","891106","2014-02-26","edgar/data/891106/0000891106-14-000006.txt"
"10-K","STEVEN MADDEN, LTD.","913241","2014-02-27","edgar/data/913241/0001445305-14-000668.txt"
"10-K","STEWARDSHIP FINANCIAL CORP","1023860","2014-03-26","edgar/data/1023860/0000914317-14-000403.txt"
"10-K","STEWART INFORMATION SERVICES CORP","94344","2014-02-28","edgar/data/94344/0001193125-14-077383.txt"
"10-K","STIFEL FINANCIAL CORP","720672","2014-03-03","edgar/data/720672/0001193125-14-080643.txt"
"10-K","STILLWATER MINING CO /DE/","931948","2014-03-03","edgar/data/931948/0000931948-14-000024.txt"
"10-K","STOCK BUILDING SUPPLY HOLDINGS, INC.","1574815","2014-03-04","edgar/data/1574815/0001574815-14-000006.txt"
"10-K","STONE ENERGY CORP","904080","2014-02-27","edgar/data/904080/0001193125-14-071777.txt"
"10-K","STONEGATE MORTGAGE CORP","1454389","2014-03-14","edgar/data/1454389/0001454389-14-000011.txt"
"10-K","STONEMOR PARTNERS LP","1286131","2014-03-17","edgar/data/1286131/0001193125-14-101578.txt"
"10-K","STONERIDGE INC","1043337","2014-03-07","edgar/data/1043337/0001144204-14-014122.txt"
"10-K","STR HOLDINGS, INC.","1473597","2014-03-13","edgar/data/1473597/0001047469-14-002277.txt"
"10-K","STRATEGIC ACQUISITIONS INC /NV/","847942","2014-03-31","edgar/data/847942/0001261070-14-000001.txt"
"10-K","STRATEGIC HOTELS & RESORTS, INC","1057436","2014-02-27","edgar/data/1057436/0001057436-14-000006.txt"
"10-K","STRATS (SM) Trust for Ambac Financial Group, Inc. Securities","1405198","2014-03-31","edgar/data/1405198/0001405198-14-000006.txt"
"10-K","STRATS SM TRUST FOR Goldman Sachs Cap I SEC SERIES 2005-3","1339920","2014-03-31","edgar/data/1339920/0001339920-14-000007.txt"
"10-K","STRATS SM TRUST FOR U S CELL CORP SEC SERIES 2004 6","1286405","2014-03-31","edgar/data/1286405/0001286405-14-000002.txt"
"10-K","STRATS SM TRUST FOR WAL-MART STORES, INC. SECURITIES, SERIES","1340909","2014-03-31","edgar/data/1340909/0001340909-14-000007.txt"
"10-K","STRATS Trust For News Corp. Securities, Series 2006-4","1373206","2014-03-31","edgar/data/1373206/0001373206-14-000002.txt"
"10-K","STRATS(SM) TRUST FOR DOMINION RESOURCES, INC. SECURITIES, SE","1343491","2014-03-31","edgar/data/1343491/0001343491-14-000007.txt"
"10-K","STRATS(SM) TRUST FOR GEN ELEC CAP CORP SEC, SER 2004-15","1307931","2014-03-31","edgar/data/1307931/0001307931-14-000007.txt"
"10-K","STRATS(SM) Trust For Goldman Sachs Capital I Securities, Ser","1328989","2014-03-31","edgar/data/1328989/0001328989-14-000007.txt"
"10-K","STRATS(SM) Trust For Morgan Stanley Securities, Series 2004-","1310695","2014-03-31","edgar/data/1310695/0001310695-14-000008.txt"
"10-K","STRATS(SM) Trust for Allstate Corp Securities, Series 2006-3","1357660","2014-03-31","edgar/data/1357660/0001357660-14-000008.txt"
"10-K","STRATS(SM) Trust for Goldman Sachs Group Securities, Series","1356284","2014-03-31","edgar/data/1356284/0001356284-14-000007.txt"
"10-K","STRATS(SM) Trust for Procter & Gamble Securities, Series 200","1353226","2014-03-31","edgar/data/1353226/0001353226-14-000007.txt"
"10-K","STRATUS PROPERTIES INC","885508","2014-03-31","edgar/data/885508/0000885508-14-000004.txt"
"10-K","STRAYER EDUCATION INC","1013934","2014-02-26","edgar/data/1013934/0001213900-14-001156.txt"
"10-K","STRUCTURED OBLIGATIONS CORP LONG TERM CERT SER 2003 3","1255604","2014-03-18","edgar/data/1255604/0001068238-14-000064.txt"
"10-K","STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-4","1264157","2014-03-18","edgar/data/1264157/0001068238-14-000065.txt"
"10-K","STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-5","1269371","2014-03-18","edgar/data/1269371/0001068238-14-000066.txt"
"10-K","STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-1","1223444","2014-03-18","edgar/data/1223444/0001068238-14-000062.txt"
"10-K","STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-2","1227090","2014-03-18","edgar/data/1227090/0001068238-14-000063.txt"
"10-K","STRUCTURED PROD CORP TIERS CORP BND-BCKD CERT SER MOT 1998-5","1283596","2014-03-27","edgar/data/1283596/0001068238-14-000090.txt"
"10-K","STRUCTURED PROD CORTS TR II FOR PROVIDENT FINANCING TRUST I","1283601","2014-03-31","edgar/data/1283601/0001068238-14-000099.txt"
"10-K","STRUCTURED PROD TIERS CORP BOND-BCKD CERTS SER APA 1997-8","1283598","2014-03-27","edgar/data/1283598/0001068238-14-000094.txt"
"10-K","STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III","1283464","2014-03-27","edgar/data/1283464/0001068238-14-000097.txt"
"10-K","STRUCTURED PRODUCTS CORP CORTS TRUST II GOLDMAN SACHS CAP I","1287339","2014-03-27","edgar/data/1287339/0001068238-14-000096.txt"
"10-K","STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A","1283337","2014-03-27","edgar/data/1283337/0001068238-14-000092.txt"
"10-K","STRUCTURED PRODUCTS CORP TIERS CORP BOND BACK CERT TR 1997-4","1283316","2014-03-27","edgar/data/1283316/0001068238-14-000091.txt"
"10-K","STRUCTURED PRODUCTS CORP TIERS PRI PRO CER TR SE FFH 2001-12","1283450","2014-03-27","edgar/data/1283450/0001068238-14-000095.txt"
"10-K","STRUCTURED PRODUCTS CORTS TRUST FOR JC PENNEY DEBENTURES","1283602","2014-03-27","edgar/data/1283602/0001068238-14-000093.txt"
"10-K","STRYKER CORP","310764","2014-02-13","edgar/data/310764/0000310764-14-000021.txt"
"10-K","STURM RUGER & CO INC","95029","2014-02-25","edgar/data/95029/0001174947-14-000046.txt"
"10-K","SUFFOLK BANCORP","754673","2014-03-04","edgar/data/754673/0001140361-14-010923.txt"
"10-K","SUMMIT FINANCIAL GROUP INC","811808","2014-03-07","edgar/data/811808/0000811808-14-000007.txt"
"10-K","SUMMIT FINANCIAL SERVICES GROUP INC","1261436","2014-03-18","edgar/data/1261436/0001193125-14-102955.txt"
"10-K","SUN BANCORP INC /NJ/","1017793","2014-03-14","edgar/data/1017793/0001193125-14-098208.txt"
"10-K","SUN COMMUNITIES INC","912593","2014-02-20","edgar/data/912593/0000912593-14-000022.txt"
"10-K","SUN HYDRAULICS CORP","1024795","2014-03-07","edgar/data/1024795/0001024795-14-000010.txt"
"10-K","SUNEDISON, INC.","945436","2014-03-06","edgar/data/945436/0000945436-14-000023.txt"
"10-K","SUNESIS PHARMACEUTICALS INC","1061027","2014-03-06","edgar/data/1061027/0001193125-14-086649.txt"
"10-K","SUNGARD CAPITAL CORP","1337272","2014-03-21","edgar/data/1337272/0001193125-14-110603.txt"
"10-K","SUNGARD CAPITAL CORP II","1337274","2014-03-21","edgar/data/1337274/0001193125-14-110603.txt"
"10-K","SUNGARD DATA SYSTEMS INC","789388","2014-03-21","edgar/data/789388/0001193125-14-110603.txt"
"10-K","SUNOCO LOGISTICS PARTNERS L.P.","1161154","2014-02-27","edgar/data/1161154/0001161154-14-000010.txt"
"10-K","SUNPOWER CORP","867773","2014-02-18","edgar/data/867773/0000867773-14-000011.txt"
"10-K","SUNTRUST BANKS INC","750556","2014-02-24","edgar/data/750556/0000750556-14-000064.txt"
"10-K","SUPERCONDUCTOR TECHNOLOGIES INC","895665","2014-03-28","edgar/data/895665/0001193125-14-121422.txt"
"10-K","SUPERFUND GOLD, L.P.","1433147","2014-03-27","edgar/data/1433147/0001193125-14-118620.txt"
"10-K","SUPERFUND GREEN, L.P.","1168990","2014-03-27","edgar/data/1168990/0001193125-14-118598.txt"
"10-K","SUPERIOR ENERGY SERVICES INC","886835","2014-02-27","edgar/data/886835/0001193125-14-072228.txt"
"10-K","SUPERIOR INDUSTRIES INTERNATIONAL INC","95552","2014-03-07","edgar/data/95552/0000095552-14-000006.txt"
"10-K","SUPERIOR UNIFORM GROUP INC","95574","2014-02-28","edgar/data/95574/0001437749-14-003074.txt"
"10-K","SUPERNUS PHARMACEUTICALS INC","1356576","2014-03-21","edgar/data/1356576/0001047469-14-002791.txt"
"10-K","SUPERTEL HOSPITALITY INC","929545","2014-03-17","edgar/data/929545/0000929545-14-000009.txt"
"10-K","SUPREME INDUSTRIES INC","350846","2014-02-27","edgar/data/350846/0001104659-14-014088.txt"
"10-K","SURGE COMPONENTS INC","747540","2014-02-28","edgar/data/747540/0001013762-14-000184.txt"
"10-K","SURREY BANCORP","1229146","2014-03-28","edgar/data/1229146/0001193125-14-120164.txt"
"10-K","SUSQUEHANNA BANCSHARES INC","700863","2014-03-03","edgar/data/700863/0001193125-14-078351.txt"
"10-K","SUSSEX BANCORP","1028954","2014-03-19","edgar/data/1028954/0001028954-14-000002.txt"
"10-K","SUTRON CORP","728331","2014-03-31","edgar/data/728331/0001185185-14-000719.txt"
"10-K","SVB FINANCIAL GROUP","719739","2014-02-27","edgar/data/719739/0000719739-14-000012.txt"
"10-K","SW China Imports, Inc.","1516559","2014-03-25","edgar/data/1516559/0001516559-14-000003.txt"
"10-K","SWIFT ENERGY CO","351817","2014-03-03","edgar/data/351817/0000351817-14-000009.txt"
"10-K","SWIFT TRANSPORTATION Co","1492691","2014-02-28","edgar/data/1492691/0001492691-14-000013.txt"
"10-K","SWK Holdings Corp","1089907","2014-03-31","edgar/data/1089907/0001437749-14-005426.txt"
"10-K","SYKES ENTERPRISES INC","1010612","2014-02-20","edgar/data/1010612/0001193125-14-060701.txt"
"10-K","SYMBION INC/TN","1091312","2014-03-14","edgar/data/1091312/0001445305-14-001041.txt"
"10-K","SYNAGEVA BIOPHARMA CORP","911326","2014-03-03","edgar/data/911326/0001193125-14-080123.txt"
"10-K","SYNALLOY CORP","95953","2014-03-11","edgar/data/95953/0000095953-14-000014.txt"
"10-K","SYNCHRONOSS TECHNOLOGIES INC","1131554","2014-02-26","edgar/data/1131554/0001047469-14-001396.txt"
"10-K","SYNERGY PHARMACEUTICALS, INC.","1347613","2014-03-17","edgar/data/1347613/0001104659-14-020291.txt"
"10-K","SYNIVERSE HOLDINGS INC","1169264","2014-03-25","edgar/data/1169264/0001169264-14-000006.txt"
"10-K","SYNNEX CORP","1177394","2014-01-27","edgar/data/1177394/0001177394-14-000007.txt"
"10-K","SYNOVUS FINANCIAL CORP","18349","2014-02-28","edgar/data/18349/0001445305-14-000721.txt"
"10-K","SYNTA PHARMACEUTICALS CORP","1157601","2014-03-11","edgar/data/1157601/0001047469-14-002088.txt"
"10-K","SYNTEL INC","1040426","2014-02-28","edgar/data/1040426/0001193125-14-075902.txt"
"10-K","SYNTROLEUM CORP","1029023","2014-03-13","edgar/data/1029023/0001193125-14-097644.txt"
"10-K","SYPRIS SOLUTIONS INC","864240","2014-03-11","edgar/data/864240/0001437749-14-003830.txt"
"10-K","SYSTEM ENERGY RESOURCES INC","202584","2014-02-27","edgar/data/202584/0000065984-14-000065.txt"
"10-K","SYSTEMAX INC","945114","2014-03-12","edgar/data/945114/0001140361-14-012269.txt"
"10-K","Sabine Pass LNG, L.P.","1379714","2014-02-21","edgar/data/1379714/0001379714-14-000004.txt"
"10-K","Sabine Pass Liquefaction, LLC","1499200","2014-02-21","edgar/data/1499200/0001445305-14-000511.txt"
"10-K","Sabra Health Care REIT, Inc.","1492298","2014-02-28","edgar/data/1492298/0001492298-14-000011.txt"
"10-K","SafeBrain Systems, Inc.","1271073","2014-02-13","edgar/data/1271073/0001477932-14-000653.txt"
"10-K","Sagent Pharmaceuticals, Inc.","1369786","2014-03-07","edgar/data/1369786/0001193125-14-089369.txt"
"10-K","Salamander Innisbrook, LLC","1418372","2014-03-25","edgar/data/1418372/0001144204-14-017645.txt"
"10-K","Sanborn Resources, Ltd.","1530874","2014-03-27","edgar/data/1530874/0001589728-14-000022.txt"
"10-K","Sanchez Energy Corp","1528837","2014-03-12","edgar/data/1528837/0001047469-14-002235.txt"
"10-K","SandRidge Mississippian Trust I","1509228","2014-03-14","edgar/data/1509228/0001104659-14-019554.txt"
"10-K","SandRidge Mississippian Trust II","1538267","2014-03-14","edgar/data/1538267/0001104659-14-019566.txt"
"10-K","SandRidge Permian Trust","1521168","2014-02-28","edgar/data/1521168/0001104659-14-014533.txt"
"10-K","Santander Consumer USA Holdings Inc.","1580608","2014-03-06","edgar/data/1580608/0001193125-14-085124.txt"
"10-K","Santander Drive Auto Receivables Trust 2010-1","1492093","2014-03-28","edgar/data/1492093/0001193125-14-119758.txt"
"10-K","Santander Drive Auto Receivables Trust 2010-2","1496712","2014-03-28","edgar/data/1496712/0001193125-14-119751.txt"
"10-K","Santander Drive Auto Receivables Trust 2010-3","1504615","2014-03-28","edgar/data/1504615/0001193125-14-119812.txt"
"10-K","Santander Drive Auto Receivables Trust 2011-1","1518505","2014-03-28","edgar/data/1518505/0001193125-14-119727.txt"
"10-K","Santander Drive Auto Receivables Trust 2011-2","1522717","2014-03-28","edgar/data/1522717/0001193125-14-119733.txt"
"10-K","Santander Drive Auto Receivables Trust 2011-3","1527299","2014-03-28","edgar/data/1527299/0001193125-14-119752.txt"
"10-K","Santander Drive Auto Receivables Trust 2011-4","1531190","2014-03-28","edgar/data/1531190/0001193125-14-119830.txt"
"10-K","Santander Drive Auto Receivables Trust 2012-1","1538184","2014-03-28","edgar/data/1538184/0001193125-14-119768.txt"
"10-K","Santander Drive Auto Receivables Trust 2012-2","1543913","2014-03-28","edgar/data/1543913/0001193125-14-119787.txt"
"10-K","Santander Drive Auto Receivables Trust 2012-3","1548600","2014-03-28","edgar/data/1548600/0001193125-14-119797.txt"
"10-K","Santander Drive Auto Receivables Trust 2012-4","1552401","2014-03-28","edgar/data/1552401/0001193125-14-119825.txt"
"10-K","Santander Drive Auto Receivables Trust 2012-5","1554933","2014-03-28","edgar/data/1554933/0001193125-14-119766.txt"
"10-K","Santander Drive Auto Receivables Trust 2012-6","1558871","2014-03-28","edgar/data/1558871/0001193125-14-119828.txt"
"10-K","Santander Drive Auto Receivables Trust 2013-1","1565821","2014-03-28","edgar/data/1565821/0001193125-14-119838.txt"
"10-K","Santander Drive Auto Receivables Trust 2013-2","1570603","2014-03-28","edgar/data/1570603/0001193125-14-119817.txt"
"10-K","Santander Drive Auto Receivables Trust 2013-3","1575073","2014-03-28","edgar/data/1575073/0001193125-14-119802.txt"
"10-K","Santander Drive Auto Receivables Trust 2013-4","1580579","2014-03-28","edgar/data/1580579/0001193125-14-119841.txt"
"10-K","Santander Drive Auto Receivables Trust 2013-5","1589220","2014-03-28","edgar/data/1589220/0001193125-14-119791.txt"
"10-K","Santander Holdings USA, Inc.","811830","2014-03-14","edgar/data/811830/0000811830-14-000007.txt"
"10-K","Santaro Interactive Entertainment Co","1487347","2014-03-28","edgar/data/1487347/0001477932-14-001311.txt"
"10-K","Sarepta Therapeutics, Inc.","873303","2014-03-03","edgar/data/873303/0001193125-14-080447.txt"
"10-K","ScanSys, Inc.","1566039","2014-03-28","edgar/data/1566039/0001262463-14-000211.txt"
"10-K","Scotiabank Covered Bond Guarantor Limited Partnership","1581374","2014-01-29","edgar/data/1581374/0000891092-14-000570.txt"
"10-K","Scripps Networks Interactive, Inc.","1430602","2014-03-03","edgar/data/1430602/0001193125-14-080590.txt"
"10-K","SeaWorld Entertainment, Inc.","1564902","2014-03-21","edgar/data/1564902/0001193125-14-109073.txt"
"10-K","SearchCore, Inc.","1281198","2014-03-31","edgar/data/1281198/0001477932-14-001370.txt"
"10-K","Searchlight Minerals Corp.","1084226","2014-03-28","edgar/data/1084226/0001144204-14-018873.txt"
"10-K","Sears Oil & Gas","1434737","2014-03-24","edgar/data/1434737/0001551163-14-000037.txt"
"10-K","Sebring Software, Inc.","1452476","2014-03-31","edgar/data/1452476/0001144204-14-019441.txt"
"10-K","Sector 5, Inc.","1550737","2014-03-31","edgar/data/1550737/0001477932-14-001412.txt"
"10-K","SecureAlert, Inc.","1045942","2014-01-14","edgar/data/1045942/0001096906-14-000038.txt"
"10-K","Security Devices International Inc.","1354866","2014-03-17","edgar/data/1354866/0001062993-14-001394.txt"
"10-K","Select Income REIT","1537667","2014-02-21","edgar/data/1537667/0001047469-14-001130.txt"
"10-K","Select Notes Trust LT 2004-1","1293234","2014-03-18","edgar/data/1293234/0001068238-14-000067.txt"
"10-K","SemGroup Corp","1489136","2014-02-28","edgar/data/1489136/0001489136-14-000008.txt"
"10-K","Sensata Technologies Holding N.V.","1477294","2014-02-06","edgar/data/1477294/0001477294-14-000010.txt"
"10-K","Sentio Healthcare Properties Inc","1378774","2014-03-21","edgar/data/1378774/0001144204-14-017059.txt"
"10-K","Sequoia Mortgage Trust 2010-H1","1490028","2014-03-31","edgar/data/1490028/0001193125-14-121948.txt"
"10-K","Sequoia Mortgage Trust 2011-1","1510079","2014-03-28","edgar/data/1510079/0001193125-14-121459.txt"
"10-K","Sequoia Mortgage Trust 2011-2","1528279","2014-03-31","edgar/data/1528279/0001193125-14-123694.txt"
"10-K","Sequoia Mortgage Trust 2012-1","1536694","2014-03-28","edgar/data/1536694/0001193125-14-121443.txt"
"10-K","Sequoia Mortgage Trust 2012-2","1545416","2014-03-28","edgar/data/1545416/0001193125-14-121494.txt"
"10-K","Sequoia Mortgage Trust 2012-3","1551097","2014-03-28","edgar/data/1551097/0001193125-14-121737.txt"
"10-K","Sequoia Mortgage Trust 2012-4","1554730","2014-03-28","edgar/data/1554730/0001193125-14-121498.txt"
"10-K","Sequoia Mortgage Trust 2012-5","1558904","2014-03-28","edgar/data/1558904/0001193125-14-121565.txt"
"10-K","Sequoia Mortgage Trust 2012-6","1561167","2014-03-28","edgar/data/1561167/0001193125-14-121733.txt"
"10-K","Sequoia Mortgage Trust 2013-1","1563531","2014-03-28","edgar/data/1563531/0001193125-14-121504.txt"
"10-K","Sequoia Mortgage Trust 2013-2","1564968","2014-03-28","edgar/data/1564968/0001193125-14-121694.txt"
"10-K","Sequoia Mortgage Trust 2013-3","1567958","2014-03-28","edgar/data/1567958/0001193125-14-121823.txt"
"10-K","Sequoia Mortgage Trust 2013-4","1570440","2014-03-28","edgar/data/1570440/0001193125-14-121663.txt"
"10-K","Sequoia Mortgage Trust 2013-6","1574593","2014-03-28","edgar/data/1574593/0001193125-14-121785.txt"
"10-K","Sequoia Mortgage Trust 2013-7","1576709","2014-03-28","edgar/data/1576709/0001193125-14-121708.txt"
"10-K","Sequoia Mortgage Trust 2013-8","1577310","2014-03-28","edgar/data/1577310/0001193125-14-121667.txt"
"10-K","ServiceNow, Inc.","1373715","2014-02-28","edgar/data/1373715/0001373715-14-000044.txt"
"10-K","ServisFirst Bancshares, Inc.","1430723","2014-03-07","edgar/data/1430723/0001144204-14-014205.txt"
"10-K","Seven Seas Cruises S. DE R.L.","1534814","2014-03-11","edgar/data/1534814/0001534814-14-000014.txt"
"10-K","Shea Homes Limited Partnership","1531744","2014-03-17","edgar/data/1531744/0001193125-14-101630.txt"
"10-K","Shepherd's Finance, LLC","1544190","2014-02-26","edgar/data/1544190/0001019687-14-000628.txt"
"10-K","Shire plc","936402","2014-02-24","edgar/data/936402/0000950103-14-001292.txt"
"10-K","Shutterstock, Inc.","1549346","2014-02-28","edgar/data/1549346/0001047469-14-001577.txt"
"10-K","Sierra Income Corp","1523526","2014-03-14","edgar/data/1523526/0001193125-14-098384.txt"
"10-K","SignPath Pharma, Inc.","1455694","2014-03-31","edgar/data/1455694/0001096906-14-000420.txt"
